,Country,Variable,Year,Unit,Value
5778,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,153.34
5779,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,152.62
5780,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,152.78
5781,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,154.85
5782,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,158.18
5783,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,162.85
5784,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,167.8
5785,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,171.68
5786,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,172.96
5787,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,175.75
5788,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,183.49
5789,Saint Kitts and Nevis,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,205.38
5790,Tuvalu,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,123.77
5791,Tuvalu,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,128.61
5792,Tuvalu,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,133.47
5793,Tuvalu,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,137.91
5794,Tuvalu,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,140.76
5795,Tuvalu,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,145.39
5796,Tuvalu,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,149.81
5797,Tuvalu,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,154.86
5798,Tuvalu,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,157.55
5799,Tuvalu,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,160.6
5800,Tuvalu,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,161.48
5801,Tuvalu,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,161.96
5802,Tuvalu,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,163.34
5803,Tuvalu,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,165.02
5804,Tuvalu,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,165.75
5805,Tuvalu,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,166.2
5806,Tuvalu,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,165.96
5807,Tuvalu,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,165.59
5808,Tuvalu,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,164.73
5809,Tuvalu,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,163.65
5810,Tuvalu,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,163.38
5811,Tuvalu,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,163.45
5812,Tuvalu,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,163.62
5813,Tuvalu,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,163.81
5814,Tuvalu,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,164.53
5815,Tuvalu,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,165.59
5816,Tuvalu,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,172.67
5817,Tuvalu,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,179.39
5818,Tuvalu,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,180.46
5819,Tuvalu,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,179.74
5820,Palau,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,169.08
5821,Palau,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,161.86
5822,Palau,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,155.74
5823,Palau,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,152.0
5824,Palau,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,149.77
5825,Palau,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,149.53
5826,Palau,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,150.33
5827,Palau,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,152.57
5828,Palau,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,156.07
5829,Palau,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,160.89
5830,Palau,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,164.03
5831,Palau,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,166.87
5832,Palau,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,169.88
5833,Palau,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,173.14
5834,Palau,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,178.54
5835,Palau,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,182.35
5836,Palau,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,179.18
5837,Palau,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,168.64
5838,Palau,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,155.74
5839,Palau,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,145.35
5840,Palau,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,142.41
5841,Palau,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,166.97
5842,Palau,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,222.59
5843,Palau,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,292.45
5844,Palau,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,355.18
5845,Palau,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,387.37
5846,Palau,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,316.77
5847,Palau,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,242.2
5848,Palau,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,245.4
5849,Palau,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,250.49
5850,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,162.97
5851,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,162.48
5852,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,164.78
5853,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,168.45
5854,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,173.4
5855,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,171.62
5856,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,173.66
5857,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,171.24
5858,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,168.58
5859,United States Virgin Islands,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,168.39
5860,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,165.37
5861,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,163.97
5862,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,159.11
5863,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,155.57
5864,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,153.94
5865,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,154.61
5866,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,163.44
5867,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,195.64
5868,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,203.6
5869,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,211.37
5870,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,219.06
5871,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,227.2
5872,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,237.48
5873,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,247.62
5874,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,257.75
5875,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,268.06
5876,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,272.4
5877,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,280.66
5878,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,289.49
5879,United States Virgin Islands,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,299.09
5880,Timor-Leste,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,75.19
5881,Timor-Leste,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,73.24
5882,Timor-Leste,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,71.76
5883,Timor-Leste,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,69.85
5884,Timor-Leste,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,67.06
5885,Timor-Leste,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,64.39
5886,Timor-Leste,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,62.52
5887,Timor-Leste,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,60.16
5888,Timor-Leste,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,59.36
5889,Timor-Leste,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,58.88
5890,Timor-Leste,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,58.61
5891,Timor-Leste,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,59.13
5892,Timor-Leste,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,62.66
5893,Timor-Leste,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,68.91
5894,Timor-Leste,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,73.91
5895,Timor-Leste,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,79.3
5896,Timor-Leste,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,83.82
5897,Timor-Leste,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,92.07
5898,Timor-Leste,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,99.44
5899,Timor-Leste,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,109.42
5900,Timor-Leste,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,118.09
5901,Timor-Leste,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,126.53
5902,Timor-Leste,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,133.39
5903,Timor-Leste,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,138.79
5904,Timor-Leste,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,144.03
5905,Timor-Leste,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,150.79
5906,Timor-Leste,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,154.73
5907,Timor-Leste,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,157.79
5908,Timor-Leste,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,160.54
5909,Timor-Leste,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,162.52
5910,Gabon,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,312.77
5911,Gabon,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,321.23
5912,Gabon,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,331.99
5913,Gabon,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,342.39
5914,Gabon,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,357.39
5915,Gabon,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,374.92
5916,Gabon,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,390.69
5917,Gabon,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,403.43
5918,Gabon,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,417.55
5919,Gabon,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,428.58
5920,Gabon,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,439.42
5921,Gabon,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,441.66
5922,Gabon,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,435.71
5923,Gabon,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,437.81
5924,Gabon,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,437.26
5925,Gabon,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,433.43
5926,Gabon,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,433.18
5927,Gabon,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,431.11
5928,Gabon,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,433.91
5929,Gabon,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,429.37
5930,Gabon,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,421.22
5931,Gabon,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,420.14
5932,Gabon,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,417.07
5933,Gabon,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,414.1
5934,Gabon,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,411.97
5935,Gabon,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,407.04
5936,Gabon,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,389.9
5937,Gabon,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,374.45
5938,Gabon,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,372.74
5939,Gabon,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,378.26
5940,Marshall Islands,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,79.84
5941,Marshall Islands,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,83.55
5942,Marshall Islands,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,87.67
5943,Marshall Islands,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,90.73
5944,Marshall Islands,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,90.25
5945,Marshall Islands,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,95.9
5946,Marshall Islands,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,101.88
5947,Marshall Islands,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,109.65
5948,Marshall Islands,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,117.16
5949,Marshall Islands,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,124.2
5950,Marshall Islands,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,130.4
5951,Marshall Islands,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,134.91
5952,Marshall Islands,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,138.9
5953,Marshall Islands,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,142.39
5954,Marshall Islands,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,145.05
5955,Marshall Islands,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,148.04
5956,Marshall Islands,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,152.16
5957,Marshall Islands,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,155.1
5958,Marshall Islands,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,158.41
5959,Marshall Islands,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,161.47
5960,Marshall Islands,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,164.59
5961,Marshall Islands,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,167.41
5962,Marshall Islands,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,169.8
5963,Marshall Islands,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,172.19
5964,Marshall Islands,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,174.87
5965,Marshall Islands,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,178.63
5966,Marshall Islands,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,186.04
5967,Marshall Islands,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,194.18
5968,Marshall Islands,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,199.7
5969,Marshall Islands,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,204.16
5970,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,183.74
5971,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,182.48
5972,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,181.93
5973,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,181.85
5974,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,182.22
5975,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,182.09
5976,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,184.51
5977,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,184.91
5978,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,186.32
5979,Guinea-Bissau,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,188.04
5980,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,189.57
5981,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,188.96
5982,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,187.7
5983,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,186.13
5984,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,185.66
5985,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,182.81
5986,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,180.86
5987,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,186.32
5988,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,186.11
5989,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,185.25
5990,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,185.17
5991,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,184.63
5992,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,184.98
5993,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,189.81
5994,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,193.84
5995,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,195.36
5996,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,198.34
5997,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,196.64
5998,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,189.9
5999,Guinea-Bissau,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,184.81
6000,Nauru,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,135.24
6001,Nauru,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,140.52
6002,Nauru,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,144.27
6003,Nauru,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,146.24
6004,Nauru,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,148.54
6005,Nauru,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,152.47
6006,Nauru,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,154.28
6007,Nauru,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,153.15
6008,Nauru,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,150.15
6009,Nauru,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,147.36
6010,Nauru,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,146.74
6011,Nauru,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,150.15
6012,Nauru,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,152.18
6013,Nauru,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,152.87
6014,Nauru,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,153.04
6015,Nauru,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,151.66
6016,Nauru,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,148.5
6017,Nauru,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,144.58
6018,Nauru,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,138.66
6019,Nauru,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,133.53
6020,Nauru,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,127.9
6021,Nauru,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,123.79
6022,Nauru,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,119.49
6023,Nauru,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,111.9
6024,Nauru,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,100.78
6025,Nauru,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,95.72
6026,Nauru,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,94.37
6027,Nauru,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,98.21
6028,Nauru,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,99.11
6029,Nauru,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,98.9
6030,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,125.8
6031,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,128.36
6032,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,128.85
6033,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,128.12
6034,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,127.45
6035,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,128.39
6036,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,127.92
6037,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,125.03
6038,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,120.62
6039,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,118.51
6040,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,118.03
6041,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,118.32
6042,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,116.96
6043,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,115.97
6044,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,116.38
6045,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,119.73
6046,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,123.17
6047,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,126.24
6048,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,129.18
6049,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,133.09
6050,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,136.62
6051,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,146.7
6052,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,163.03
