pollution_de_l_air,titre,date_de_publication,publié_dans,publié_dansLabel
http://www.wikidata.org/entity/Q85658004,"[Testing of the system of biochemical and immunological indices of the state of population health in the survey of residents of Moscow, exposed to ambient air pollution]",2012-09-01T00:00:00Z,http://www.wikidata.org/entity/Q27711004,Gigiena i sanitariia
http://www.wikidata.org/entity/Q85661829,"[Progress of the research on air pollution (PM2.5, Asian sand dust, etc) and allergy]",2014-09-01T00:00:00Z,http://www.wikidata.org/entity/Q27709192,Arerugi = [Allergy]
http://www.wikidata.org/entity/Q85661831,"[Air pollution, climate and upper respiratory allergic disease]",2014-09-01T00:00:00Z,http://www.wikidata.org/entity/Q27709192,Arerugi = [Allergy]
http://www.wikidata.org/entity/Q85756799,[Environmental health policies emphasizing air pollution and childhood in Colombian cities],2012-06-01T00:00:00Z,http://www.wikidata.org/entity/Q26841889,Revista de salud pública
http://www.wikidata.org/entity/Q85757174,[Particulate matter air pollution effects on the incidence of heart diseases among the urban population],2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27709990,Vestnik Rossiiskoi Akademii Meditsinskikh Nauk
http://www.wikidata.org/entity/Q85780235,Increased monocyte actin polymerization in rat blood after intratracheal instillation of air pollution particles,2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1830246,Biorheology
http://www.wikidata.org/entity/Q85813979,Investigation of gene expression pattern of 5HTR2a and MAO-A in PBMCs of individuals who had been exposed to air pollution in highly polluted area,2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q24054843,Recent Patents on Inflammation and Allergy Drug Discovery
http://www.wikidata.org/entity/Q85814173,"Re: ""Modeling the association between particle constituents of air pollution and health outcomes""",2012-12-27T00:00:00Z,http://www.wikidata.org/entity/Q4744243,American Journal of Epidemiology
http://www.wikidata.org/entity/Q85839525,[Urban air pollution with heavy metals and evaluating risk for public health],2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27714040,Meditsina truda i promyshlennaia ekologiia
http://www.wikidata.org/entity/Q85897489,Effects of prenatal community violence and ambient air pollution on childhood wheeze in an urban population,2014-11-01T00:00:00Z,http://www.wikidata.org/entity/Q7159238,Pediatrics
http://www.wikidata.org/entity/Q85960612,Action on ambient air pollution,2013-09-01T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q85977043,Harmful effects of particulate air pollution: identifying the culprits,2014-11-17T00:00:00Z,http://www.wikidata.org/entity/Q15753093,Respirology
http://www.wikidata.org/entity/Q86008741,"Association of ozone and particulate air pollution with out-of-hospital cardiac arrest in Helsinki, Finland: evidence for two different etiologies",2013-01-30T00:00:00Z,http://www.wikidata.org/entity/Q15716699,Journal of Exposure Analysis and Environmental Epidemiology
http://www.wikidata.org/entity/Q86028337,Acute health risk from irregular intermittent air pollution sources: challenges of definition,2014-11-20T00:00:00Z,http://www.wikidata.org/entity/Q689027,Environmental Science & Technology
http://www.wikidata.org/entity/Q86029902,Ischaemic heart disease and fine particulate air pollution,2014-11-20T00:00:00Z,http://www.wikidata.org/entity/Q856338,Heart
http://www.wikidata.org/entity/Q86065589,Air pollution and lung cancer in Europe,2013-10-01T00:00:00Z,http://www.wikidata.org/entity/Q13747613,The Lancet Oncology
http://www.wikidata.org/entity/Q86074451,[Mortality from ischemic stroke and air pollution in Yaroslavl: a correlation analysis],2012-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4181935,Q4181935
http://www.wikidata.org/entity/Q86095167,Air pollution: health effects and assessment of exposure levels,2015-01-01T00:00:00Z,http://www.wikidata.org/entity/Q23582803,Reviews on Environmental Health
http://www.wikidata.org/entity/Q86099827,[A step back in air pollution: automotive industry news],2014-10-23T00:00:00Z,http://www.wikidata.org/entity/Q5873857,Gaceta Sanitaria
http://www.wikidata.org/entity/Q86109766,A case-crossover analysis of out-of-hospital cardiac arrest and air pollution,2013-02-13T00:00:00Z,http://www.wikidata.org/entity/Q578091,Circulation
http://www.wikidata.org/entity/Q86118585,Indoor air pollution in developing countries: research and implementation needs for improvements in global public health,2013-02-14T00:00:00Z,http://www.wikidata.org/entity/Q4744266,American Journal of Public Health
http://www.wikidata.org/entity/Q86142715,Enhanced Allergic Sensitization in Animals Exposed to Particulate Air Pollution,2000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1663495,Inhalation Toxicology
http://www.wikidata.org/entity/Q86190335,Truck traffic related air pollution associated with asthma symptoms in young boys: a cross-sectional study,2013-02-19T00:00:00Z,http://www.wikidata.org/entity/Q15761423,Public Health
http://www.wikidata.org/entity/Q86201358,"Proceedings of the fifth International Conference on Biotechniques for Air Pollution Control and Bioenergy, September 11-13, Nimes, France",2015-01-01T00:00:00Z,http://www.wikidata.org/entity/Q13553694,Applied Microbiology and Biotechnology
http://www.wikidata.org/entity/Q86209874,MPs criticise government over continued inaction on air pollution,2014-12-08T00:00:00Z,http://www.wikidata.org/entity/Q546003,British Medical Journal
http://www.wikidata.org/entity/Q86262484,[State of common responsiveness of teenagers living in regions with different levels of ambient air pollution],2012-11-01T00:00:00Z,http://www.wikidata.org/entity/Q27711004,Gigiena i sanitariia
http://www.wikidata.org/entity/Q86295000,"Environmental hazards, air pollution, and noise   as novel cardiovascular risk factors",2015-07-01T00:00:00Z,http://www.wikidata.org/entity/Q2286839,European Heart Journal
http://www.wikidata.org/entity/Q86299002,Editorial. Biotechniques for air pollution control and bioenergy,2015-01-01T00:00:00Z,http://www.wikidata.org/entity/Q13553694,Applied Microbiology and Biotechnology
http://www.wikidata.org/entity/Q86317416,A reanalysis of fine particulate matter air pollution versus life expectancy in the United States,2013-02-01T00:00:00Z,http://www.wikidata.org/entity/Q15762342,Journal of the Air and Waste Management Association
http://www.wikidata.org/entity/Q86345797,Acute coronary syndromes: Air pollution and survival after MI,2013-03-12T00:00:00Z,http://www.wikidata.org/entity/Q2108444,Nature Reviews Cardiology
http://www.wikidata.org/entity/Q86406836,Air pollution: Europe's avoidable health risk,2013-03-01T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q86421017,Does air pollution really cause allergy?,2015-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5133747,Clinical & Experimental Allergy
http://www.wikidata.org/entity/Q86493703,"Traffic-related air pollution and prostate cancer risk: a case-control study in Montreal, Canada",2013-03-26T00:00:00Z,http://www.wikidata.org/entity/Q7075795,Occupational and Environmental Medicine
http://www.wikidata.org/entity/Q86508745,Erratum: Pathologic Analysis of Control Plans for Air Pollution Management in Tehran Metropolis: A Qualitative Study: Erratum,2015-02-18T00:00:00Z,http://www.wikidata.org/entity/Q15817466,International Journal of Preventive Medicine
http://www.wikidata.org/entity/Q86564722,Air Pollution Control Equipment Backlog: $103 Million,1968-10-01T00:00:00Z,http://www.wikidata.org/entity/Q689027,Environmental Science & Technology
http://www.wikidata.org/entity/Q86565053,Can Silica Particles Reduce Air Pollution by Facilitating the Reactions of Aliphatic Aldehyde and NO2?,2015-11-04T00:00:00Z,http://www.wikidata.org/entity/Q745688,Journal of Physical Chemistry A
http://www.wikidata.org/entity/Q86580132,[Environmental respiratory diseases: chronic bronchitis: unaffected by air pollution?],2015-01-22T00:00:00Z,http://www.wikidata.org/entity/Q319640,Deutsche Medizinische Wochenschrift
http://www.wikidata.org/entity/Q86592879,"A prevalence study on outdoor air pollution and respiratory diseases in children in Zasavje, Slovenia, as a lever to trigger evidence-based environmental health activities",2013-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15724434,Arhiv za Higijenu Rada i Toksikologiju
http://www.wikidata.org/entity/Q86647099,[Air pollution],2015-11-04T00:00:00Z,http://www.wikidata.org/entity/Q26853799,La Presse médicale
http://www.wikidata.org/entity/Q86677823,Air pollution and diabetes mellitus,2015-01-20T00:00:00Z,http://www.wikidata.org/entity/Q15750054,Diabetes Research and Clinical Practice
http://www.wikidata.org/entity/Q86718193,Interspecies comparison of lichens as biomonitors of trace-element air pollution,1993-04-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86742787,Air pollution and diseases of the respiratory tracts in pre-school children: A transfer function model,1991-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86744895,Tropoz II : Measurements of the distribution of air pollution over large areas,1994-03-01T00:00:00Z,http://www.wikidata.org/entity/Q15750698,Environmental Science and Pollution Research
http://www.wikidata.org/entity/Q86746040,Reactions of cloned poplars to air pollution : Ozone-induced increase of stress ethylene and possible antisenescence strategies,1995-07-01T00:00:00Z,http://www.wikidata.org/entity/Q15750698,Environmental Science and Pollution Research
http://www.wikidata.org/entity/Q86746463,Catalytic oxidation for air pollution control,1996-03-01T00:00:00Z,http://www.wikidata.org/entity/Q15750698,Environmental Science and Pollution Research
http://www.wikidata.org/entity/Q86759806,On the Global Epidemic of CVD and Why Household Air Pollution Matters,2012-09-01T00:00:00Z,http://www.wikidata.org/entity/Q26842835,Global heart
http://www.wikidata.org/entity/Q86761273,Method for evaluating non-economic effects of air pollution,1991-02-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86761361,A statistical model of background air pollution frequency distributions,1991-03-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86782619,Air pollution and lung diseases in Oporto Area,1988-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86782978,Urgent problems of improving background air pollution monitoring systems,1988-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86783695,Air pollution and forestry in czechoslovakia,1989-07-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86799412,Industrial air pollution by metals monitored by a synthetic fabric: A case study of a community,1987-03-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86814378,Biological indicators of air pollution,1983-09-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86814381,Higher plants as indicators and accumulators of gaseous air pollution,1983-09-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86814649,On the propagation of error in air pollution measurements,1984-06-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86823596,Air pollution: The last 35 years,2015-12-01T00:00:00Z,http://www.wikidata.org/entity/Q1636500,Human & Experimental Toxicology
http://www.wikidata.org/entity/Q86825597,Combined use of biological indicators and dispersion models in air pollution monitoring,1982-12-01T00:00:00Z,http://www.wikidata.org/entity/Q5381142,Environmental Monitoring and Assessment
http://www.wikidata.org/entity/Q86833383,Triggering of cardiac arrhythmias: the problem of multicollinearity among air pollution and meteorological factors,2013-11-21T00:00:00Z,http://www.wikidata.org/entity/Q2984355,Journal of the American College of Cardiology
http://www.wikidata.org/entity/Q86835378,Erratum to link between environmental air pollution and allergic asthma: East meets West,2015-10-01T00:00:00Z,http://www.wikidata.org/entity/Q26841814,Journal of thoracic disease
http://www.wikidata.org/entity/Q86835380,Erratum to mechanistic impact of outdoor air pollution on asthma and allergic diseases,2015-10-01T00:00:00Z,http://www.wikidata.org/entity/Q26841814,Journal of thoracic disease
http://www.wikidata.org/entity/Q86869391,Short-term exposure to high levels of air pollution (nickel) and the risk of acute unprovoked proximal deep vein thrombosis in the legs,2015-12-08T00:00:00Z,http://www.wikidata.org/entity/Q26842320,Internal and emergency medicine
http://www.wikidata.org/entity/Q86914143,Air pollution on the agenda in India,2015-03-10T00:00:00Z,http://www.wikidata.org/entity/Q27724908,The Lancet. Respiratory medicine
http://www.wikidata.org/entity/Q86929964,"Polycyclic aromatic hydrocarbons, particulate air pollution, and cognitive decline-reply",2012-07-01T00:00:00Z,http://www.wikidata.org/entity/Q177428,JAMA Internal Medicine
http://www.wikidata.org/entity/Q86937358,"Comment on ""Diminishing Returns or Compounding Benefits of Air Pollution Control? The Case of NO(x) and Ozone""",2015-12-18T00:00:00Z,http://www.wikidata.org/entity/Q689027,Environmental Science & Technology
http://www.wikidata.org/entity/Q87028959,Air Pollution in Patients With Heart Failure: Lessons From a Mechanistic Pilot Study of a Filter Intervention,2016-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26841917,JACC: Heart Failure
http://www.wikidata.org/entity/Q87095417,The Health and Economic Burden of Air Pollution,2015-04-08T00:00:00Z,http://www.wikidata.org/entity/Q2842959,American Journal of Medicine
http://www.wikidata.org/entity/Q87117062,Air pollution. Ammonia pollution from farming may exact hefty health costs,2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q192864,Science
http://www.wikidata.org/entity/Q87117563,"Ambient air pollution, temperature and out-of-hospital coronary deaths in Shanghai, China",2015-04-11T00:00:00Z,http://www.wikidata.org/entity/Q15766990,Environmental Pollution
http://www.wikidata.org/entity/Q87127036,Air pollution linked to acute heart failure,2013-07-19T00:00:00Z,http://www.wikidata.org/entity/Q546003,British Medical Journal
http://www.wikidata.org/entity/Q87131485,Air pollution and cardiovascular disease,2015-01-03T00:00:00Z,http://www.wikidata.org/entity/Q2153546,Current Problems in Cardiology
http://www.wikidata.org/entity/Q87133303,Can 8-hydroxy-2'-deoxyguanosine be used to assess oxidative stress caused by particulate matter air pollution in the general population?,2013-07-23T00:00:00Z,http://www.wikidata.org/entity/Q1666670,International Journal of Public Health
http://www.wikidata.org/entity/Q87138805,Air pollution and chronic cough in China,2013-07-01T00:00:00Z,http://www.wikidata.org/entity/Q5093377,Chest
http://www.wikidata.org/entity/Q87139395,Epidemiology: Time to ESCAPE the city? Air pollution linked to lung cancer,2013-07-23T00:00:00Z,http://www.wikidata.org/entity/Q641640,Nature Reviews Clinical Oncology
http://www.wikidata.org/entity/Q87147015,"E-cigarettes cause indoor air pollution and inflammation, German study shows",2014-01-22T00:00:00Z,http://www.wikidata.org/entity/Q546003,British Medical Journal
http://www.wikidata.org/entity/Q87161712,Air pollution and health,2013-12-23T00:00:00Z,http://www.wikidata.org/entity/Q27724908,The Lancet. Respiratory medicine
http://www.wikidata.org/entity/Q87170470,Heart failure: Air pollution linked with heart-failure-related hospitalization and mortality,2013-07-30T00:00:00Z,http://www.wikidata.org/entity/Q2108444,Nature Reviews Cardiology
http://www.wikidata.org/entity/Q87172145,Cardiac Autonomic Dysfunction: Particulate Air Pollution Effects Are Modulated by Epigenetic Immunoregulation of Toll-like Receptor 2 and Dietary Flavonoid Intake,2016-01-27T00:00:00Z,http://www.wikidata.org/entity/Q19880670,Journal of the American Heart Association
http://www.wikidata.org/entity/Q87174000,Monitoring impacts of air pollution: PIXE analysis and histopathological modalities in evaluating relative risks of elemental contamination,2014-01-28T00:00:00Z,http://www.wikidata.org/entity/Q15724467,Ecotoxicology
http://www.wikidata.org/entity/Q87216372,Air pollution: a potentially modifiable risk factor for lung cancer,2013-08-08T00:00:00Z,http://www.wikidata.org/entity/Q641657,Nature Reviews Cancer
http://www.wikidata.org/entity/Q87221767,India's air pollution: a new government and global plan,2016-01-08T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q87226390,Environmental policy. House subpoena revives battle over air pollution studies,2013-08-01T00:00:00Z,http://www.wikidata.org/entity/Q192864,Science
http://www.wikidata.org/entity/Q87255088,Health benefits of air pollution abatement policy: Role of the shape of the concentration-response function,2015-05-01T00:00:00Z,http://www.wikidata.org/entity/Q15762342,Journal of the Air and Waste Management Association
http://www.wikidata.org/entity/Q87320577,"Cardiovascular diseases and air pollution in Novi Sad, Serbia",2014-02-18T00:00:00Z,http://www.wikidata.org/entity/Q15761001,International Journal of Occupational Medicine and Environmental Health
http://www.wikidata.org/entity/Q87350652,"Urgent action on UK air pollution is needed, say experts",2016-02-23T00:00:00Z,http://www.wikidata.org/entity/Q546003,British Medical Journal
http://www.wikidata.org/entity/Q87391033,A reanalysis of fine particulate matter air pollution versus life expectancy in the United States,2012-09-01T00:00:00Z,http://www.wikidata.org/entity/Q15762342,Journal of the Air and Waste Management Association
http://www.wikidata.org/entity/Q87391975,[Particulate matter air pollution and cardiovascular system damage],2016-02-01T00:00:00Z,http://www.wikidata.org/entity/Q27710723,Chinese Journal of Cardiology
http://www.wikidata.org/entity/Q87414409,(Barely) living in smog: China and air pollution,2014-03-01T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q87419934,"Response to ""Air pollution and depressed mood: Consistency of association. Air pollution and cardiovascular mortality: Caution for meta-analysis""",2016-02-28T00:00:00Z,http://www.wikidata.org/entity/Q15758318,International Journal of Hygiene and Environmental Health
http://www.wikidata.org/entity/Q87420347,Nuclear abnormalities in cells from nasal epithelium: a promising assay to evaluate DNA damage related to air pollution in infants,2014-07-18T00:00:00Z,http://www.wikidata.org/entity/Q26841799,Jornal de pediatria
http://www.wikidata.org/entity/Q87424843,Indoor air pollution and neural tube defects: effect modification by maternal genes,2014-09-01T00:00:00Z,http://www.wikidata.org/entity/Q5382707,Epidemiology
http://www.wikidata.org/entity/Q87457972,Atherosclerotic process in taxi drivers occupationally exposed to air pollution and co-morbidities,2014-03-15T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q87470842,Air pollution and life expectancy,2014-09-01T00:00:00Z,http://www.wikidata.org/entity/Q5382707,Epidemiology
http://www.wikidata.org/entity/Q87475576,Air pollution exposure and adverse pregnancy outcomes in a large UK birth cohort: use of a novel spatio-temporal modelling technique,2014-03-19T00:00:00Z,http://www.wikidata.org/entity/Q7429964,"Scandinavian Journal of Work, Environment & Health"
http://www.wikidata.org/entity/Q87494731,"Effects of ambient levels of traffic-derived air pollution on the ocular surface: analysis of symptoms, conjunctival goblet cell count and mucin 5AC gene expression",2014-03-20T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q87554366,Air pollution and the risk of stroke by meta-analysis,2014-08-05T00:00:00Z,http://www.wikidata.org/entity/Q2357863,International Journal of Cardiology
http://www.wikidata.org/entity/Q91823760,Assessing exposure to outdoor air pollution for epidemiological studies: Model-based and personal sampling strategies,2019-05-04T00:00:00Z,http://www.wikidata.org/entity/Q7743550,The Journal of Allergy and Clinical Immunology
http://www.wikidata.org/entity/Q91824686,Air pollution from industries and asthma onset in childhood: A population-based birth cohort study using dispersion modeling,2020-01-25T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q91824700,"Road traffic noise, air pollution and cardiovascular events in a Swedish cohort",2020-03-31T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q91824728,Relationship betweentemporal distribution of air pollution exposure and glucose homeostasis during pregnancy,2020-04-03T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q91824926,Chronic obstructive pulmonary disease patients have a higher risk of occurrence of pneumonia by air pollution,2019-04-26T00:00:00Z,http://www.wikidata.org/entity/Q15766357,Science of the Total Environment
http://www.wikidata.org/entity/Q91825001,Development of a noise-assisted multivariate empirical mode decomposition framework for characterizing PM 2.5 air pollution in Taiwan and its relation to hydro-meteorological factors,2020-04-08T00:00:00Z,http://www.wikidata.org/entity/Q15763428,Environment International
http://www.wikidata.org/entity/Q91825008,Quantification of air pollution exposure to in-pram babies and mitigation strategies,2020-04-08T00:00:00Z,http://www.wikidata.org/entity/Q15763428,Environment International
http://www.wikidata.org/entity/Q91826567,What is the Role of Air Pollution in Chronic Rhinosinusitis?,2020-02-20T00:00:00Z,http://www.wikidata.org/entity/Q2420699,Immunology and Allergy Clinics of North America
http://www.wikidata.org/entity/Q91826898,[The effect of air pollution in diffuse interstitial lung disease],2020-04-08T00:00:00Z,http://www.wikidata.org/entity/Q15708750,Revue des maladies respiratoires
http://www.wikidata.org/entity/Q91829392,Maternal air pollution exposure and congenital heart defects in offspring: A systematic review and meta-analysis,2020-04-06T00:00:00Z,http://www.wikidata.org/entity/Q749724,Chemosphere
http://www.wikidata.org/entity/Q91831325,Correlation between air pollution and hospitalization due to myocardial infarction,2019-07-01T00:00:00Z,http://www.wikidata.org/entity/Q26853958,ARYA atherosclerosis
http://www.wikidata.org/entity/Q91832387,Mitigation strategies for reducing air pollution,2020-04-11T00:00:00Z,http://www.wikidata.org/entity/Q15750698,Environmental Science and Pollution Research
http://www.wikidata.org/entity/Q91840430,"Association of air pollution with the risk of initial outpatient visits for tuberculosis in Wuhan, China",2019-08-01T00:00:00Z,http://www.wikidata.org/entity/Q7075795,Occupational and Environmental Medicine
http://www.wikidata.org/entity/Q91854843,"Indoor Air Pollution: An Overlooked Link Between Smoking, Sleep Related Respiratory Distress and Cardiometabolic Risk",2019-04-30T00:00:00Z,http://www.wikidata.org/entity/Q224560,Acta Médica Portuguesa
http://www.wikidata.org/entity/Q91855264,"Green space, air pollution, traffic noise and cardiometabolic health in adolescents: The PIAMA birth cohort",2019-07-11T00:00:00Z,http://www.wikidata.org/entity/Q15763428,Environment International
http://www.wikidata.org/entity/Q91855735,Air pollution - don't dismiss proven protection,2019-12-01T00:00:00Z,http://www.wikidata.org/entity/Q180445,Nature
http://www.wikidata.org/entity/Q91866223,COVID-19 as a factor influencing air pollution?,2020-04-09T00:00:00Z,http://www.wikidata.org/entity/Q15766990,Environmental Pollution
http://www.wikidata.org/entity/Q91866237,Antimony as a tracer of non-exhaust traffic emissions in air pollution in Granada (S Spain) using lichen bioindicators,2020-04-03T00:00:00Z,http://www.wikidata.org/entity/Q15766990,Environmental Pollution
http://www.wikidata.org/entity/Q91866277,"Impact of air pollution on symptom severity during the birch, grass and ragweed pollen period in Vienna, Austria: Importance of O3 in 2010-2018",2020-04-06T00:00:00Z,http://www.wikidata.org/entity/Q15766990,Environmental Pollution
http://www.wikidata.org/entity/Q91866837,Neurobehavioral Consequences of Traffic-Related Air Pollution,2019-11-21T00:00:00Z,http://www.wikidata.org/entity/Q2177807,Frontiers in Neuroscience
http://www.wikidata.org/entity/Q91867902,"Maternal Exposure to Ambient Air Pollution and Pregnancy Complications in Victoria, Australia",2020-04-09T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q91873598,Air pollution as an experimental probe of insect population dynamics,2019-05-01T00:00:00Z,http://www.wikidata.org/entity/Q1709829,Journal of Animal Ecology
http://www.wikidata.org/entity/Q91874161,Exposure to ambient air pollution and the incidence of lung cancer and breast cancer in the Ontario Population Health and Environment Cohort,2019-07-30T00:00:00Z,http://www.wikidata.org/entity/Q332492,International Journal of Cancer
http://www.wikidata.org/entity/Q91876430,Air Pollution and Suppression of Lung Function Growth: A Triumph for Epidemiology,2020-02-01T00:00:00Z,http://www.wikidata.org/entity/Q4744267,American Journal of Respiratory and Critical Care Medicine
http://www.wikidata.org/entity/Q91876824,Regulators must work on indoor air pollution,2019-07-11T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q91877900,Is breast cancer a result of epigenetic responses to traffic-related air pollution? A review of the latest evidence,2019-05-09T00:00:00Z,http://www.wikidata.org/entity/Q20737165,Epigenomics
http://www.wikidata.org/entity/Q91878029,Short and long-term exposure to ambient air pollution and impact on health in India: a systematic review,2019-05-09T00:00:00Z,http://www.wikidata.org/entity/Q15759685,International Journal of Environmental Health Research
http://www.wikidata.org/entity/Q91879324,Reduce air pollution to beat NCDs: from recognition to action,2018-09-26T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q91880382,"Let the ""A"" in WASH Stand for Air: Integrating Research and Interventions to Improve Household Air Pollution (HAP) and Water, Sanitation and Hygiene (WaSH) in Low-Income Settings",2019-02-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q91881504,Association between Early Life Exposure to Air Pollution and Working Memory and Attention,2019-05-01T00:00:00Z,http://www.wikidata.org/entity/Q1345904,Environmental Health Perspectives
http://www.wikidata.org/entity/Q91890039,"Associations between ambient air pollution and pregnancy rate in women who underwent in vitro fertilization in Shenyang, China",2019-07-12T00:00:00Z,http://www.wikidata.org/entity/Q15633823,Reproductive Toxicology
http://www.wikidata.org/entity/Q91892951,Association Between Ambient Air Pollution and Elevated Risk of Tuberculosis Development,2019-12-06T00:00:00Z,http://www.wikidata.org/entity/Q15716352,Infection and Drug Resistance
http://www.wikidata.org/entity/Q91895188,Susceptibility of prediabetes to the health effect of air pollution: a community-based panel study with a nested case-control design,2019-07-15T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q91896055,"Comment on ""From Air Pollution to the Anthropocene and Planetary Health""",2020-04-14T00:00:00Z,http://www.wikidata.org/entity/Q7247176,Proceedings of the American Thoracic Society
http://www.wikidata.org/entity/Q91896067,"Reply: Comment on ""From Air Pollution to the Anthropocene and Planetary Health""",2020-04-14T00:00:00Z,http://www.wikidata.org/entity/Q7247176,Proceedings of the American Thoracic Society
http://www.wikidata.org/entity/Q91897162,Estimates of the 2016 global burden of kidney disease attributable to ambient fine particulate matter air pollution,2019-05-09T00:00:00Z,http://www.wikidata.org/entity/Q17003470,BMJ Open
http://www.wikidata.org/entity/Q91900919,Mitigating the air pollution effect? The remarkable decline in the pollution-mortality relationship in Hong Kong,2020-03-05T00:00:00Z,http://www.wikidata.org/entity/Q4041889,Journal of Environmental Economics and Management
http://www.wikidata.org/entity/Q91905996,Geometric indexes of heart rate variability in healthy individuals exposed to long-term air pollution,2019-12-11T00:00:00Z,http://www.wikidata.org/entity/Q15750698,Environmental Science and Pollution Research
http://www.wikidata.org/entity/Q91907096,Author Correction: Integrating data from multiple time-location measurement methods for use in exposure assessment: the Multi-Ethnic Study of Atherosclerosis and Air Pollution (MESA Air),2019-09-01T00:00:00Z,http://www.wikidata.org/entity/Q15716699,Journal of Exposure Analysis and Environmental Epidemiology
http://www.wikidata.org/entity/Q91909484,Aircraft engine exhaust emissions and other airport-related contributions to ambient air pollution: A review,2014-05-28T00:00:00Z,http://www.wikidata.org/entity/Q15754455,Atmospheric Environment
http://www.wikidata.org/entity/Q91914105,Early-life exposure to ambient fine particulate air pollution and infant mortality: pooled evidence from 43 low- and middle-income countries,2019-08-01T00:00:00Z,http://www.wikidata.org/entity/Q6051393,International Journal of Epidemiology
http://www.wikidata.org/entity/Q91914483,Associations between air pollution and cardio-respiratory physiological measures in older adults exercising outdoors,2019-12-12T00:00:00Z,http://www.wikidata.org/entity/Q15759685,International Journal of Environmental Health Research
http://www.wikidata.org/entity/Q91916920,Effects of prenatal exposure to particulate air pollution on newborn mitochondrial DNA copy number,2020-04-07T00:00:00Z,http://www.wikidata.org/entity/Q749724,Chemosphere
http://www.wikidata.org/entity/Q91917773,Self-reported traffic-related air pollution and respiratory symptoms among adults in an area with modest levels of traffic,2019-12-12T00:00:00Z,http://www.wikidata.org/entity/Q564954,PLOS ONE
http://www.wikidata.org/entity/Q91922605,Is Autism Spectrum Disorder in Early Childhood Related to Antenatal Exposure to Air Pollution?: Evidence-based Medicine Viewpoint,2019-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15757481,Indian Pediatrics
http://www.wikidata.org/entity/Q91922615,Is Autism Spectrum Disorder in Early Childhood Related to Antenatal Exposure to Air Pollution?: Environmental Health Viewpoint,2019-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15757481,Indian Pediatrics
